uni,school,course,year,Places,GPA,RP,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,university
NUS,Faculty of Science,Data Science and Analytics,2022,1971,3.67,77.5,96.8,96.8,5562.0,5500.0,5616.0,5500.0,4628.0,6100.0,National University of Singapore
NUS,Faculty of Science,Data Science and Analytics,2023,1949,3.62,78.75,83.2,80.4,4999.0,5000.0,5166.0,5000.0,4500.0,5500.0,National University of Singapore
NUS,Faculty of Science,Environmental Studies,2013,68,3.77,81.25,,,,,,,,,National University of Singapore
NUS,Faculty of Science,Environmental Studies,2014,56,3.81,83.75,,,,,,,,,National University of Singapore
NUS,Faculty of Science,Environmental Studies,2015,57,3.83,82.5,71.9,59.4,3400.0,3462.0,3433.0,3500.0,3238.0,3550.0,National University of Singapore
NUS,Faculty of Science,Environmental Studies,2016,52,3.8,85.0,83.8,67.6,3347.0,3250.0,3399.0,3300.0,3000.0,3500.0,National University of Singapore
NUS,Faculty of Science,Environmental Studies,2017,48,3.81,82.5,88.7,62.3,3297.0,3200.0,3419.0,3300.0,3000.0,3600.0,National University of Singapore
NUS,Faculty of Science,Environmental Studies,2018,48,3.74,82.5,84.2,55.3,3371.0,3414.0,3385.0,3414.0,3000.0,3600.0,National University of Singapore
NUS,Faculty of Science,Environmental Studies,2019,47,,82.5,88.4,67.4,3329.0,3300.0,3332.0,3325.0,3000.0,3600.0,National University of Singapore
NUS,Faculty of Science,Environmental Studies,2020,46,,82.5,92.9,47.6,3251.0,3250.0,3409.0,3250.0,3010.0,3750.0,National University of Singapore
NUS,Faculty of Science,Environmental Studies,2021,45,,81.25,97.4,81.6,3544.0,3500.0,3658.0,3650.0,3100.0,3996.0,National University of Singapore
NUS,Faculty of Science,Environmental Studies,2022,27,,80.0,91.9,78.4,3999.0,3800.0,4000.0,3800.0,3500.0,4000.0,National University of Singapore
NUS,Faculty of Science,Environmental Studies,2023,40,3.71,83.75,96.9,93.8,4002.0,4000.0,4142.0,4000.0,3600.0,4400.0,National University of Singapore
NUS,Faculty of Science,Pharmacy,2013,209,3.89,85.0,96.4,96.4,3473.0,3500.0,3540.0,3500.0,3350.0,3750.0,National University of Singapore
NUS,Faculty of Science,Pharmacy,2014,195,3.94,85.0,98.9,96.7,3467.0,3500.0,3670.0,3630.0,3470.0,4000.0,National University of Singapore
NUS,Faculty of Science,Pharmacy,2015,209,3.92,85.0,99.0,97.9,3431.0,3500.0,3717.0,3500.0,3400.0,3929.0,National University of Singapore
NUS,Faculty of Science,Pharmacy,2016,192,3.92,85.0,99.1,97.2,3500.0,3500.0,3597.0,3600.0,3300.0,3950.0,National University of Singapore
NUS,Faculty of Science,Pharmacy,2017,181,3.93,85.0,99.1,94.5,3473.0,3500.0,3616.0,3600.0,3500.0,3800.0,National University of Singapore
NUS,Faculty of Science,Pharmacy,2018,170,,85.0,96.6,93.2,3549.0,3500.0,3723.0,3650.0,3500.0,3900.0,National University of Singapore
NUS,Faculty of Science,Pharmacy,2019,156,,85.0,100.0,95.5,3648.0,3600.0,3840.0,3750.0,3500.0,4000.0,National University of Singapore
NUS,Faculty of Science,Pharmacy,2020,153,3.9,83.75,99.3,93.7,3590.0,3600.0,3751.0,3700.0,3500.0,3950.0,National University of Singapore
NUS,Faculty of Science,Pharmacy,2021,169,3.91,85.0,95.9,91.9,3773.0,3760.0,3923.0,3915.0,3636.0,4200.0,National University of Singapore
NUS,Faculty of Science,Pharmacy,2022,154,3.86,85.0,98.4,95.1,3829.0,3798.0,4053.0,4000.0,3750.0,4250.0,National University of Singapore
NUS,Faculty of Science,Pharmacy,2022,154,3.86,85.0,,,,,,,,,National University of Singapore
NUS,NUS Business School,Accountancy (Hons),2013,220,3.86,85.0,97.2,94.4,3065.0,2800.0,3143.0,2800.0,2700.0,3200.0,National University of Singapore
NUS,NUS Business School,Accountancy (Hons),2014,231,3.88,85.0,100.0,96.3,3350.0,2850.0,3407.0,2912.0,2800.0,3614.0,National University of Singapore
NUS,NUS Business School,Accountancy (Hons),2015,250,3.87,85.0,98.6,98.6,3547.0,3000.0,3587.0,3000.0,2850.0,3634.0,National University of Singapore
NUS,NUS Business School,Accountancy (Hons),2016,243,3.89,85.0,99.0,99.0,3435.0,3000.0,3465.0,3075.0,2900.0,3800.0,National University of Singapore
NUS,NUS Business School,Accountancy (Hons),2017,270,3.82,82.5,100.0,100.0,3689.0,3100.0,3744.0,3125.0,3000.0,4023.0,National University of Singapore
NUS,NUS Business School,Accountancy (Hons),2018,259,3.73,80.0,97.6,95.3,3643.0,3100.0,3683.0,3200.0,3000.0,4000.0,National University of Singapore
NUS,NUS Business School,Accountancy (Hons),2019,220,3.76,80.0,97.8,97.8,4008.0,3500.0,4093.0,3600.0,3000.0,4500.0,National University of Singapore
NUS,NUS Business School,Accountancy (Hons),2020,220,3.7,81.25,96.8,92.1,3951.0,3400.0,4050.0,3500.0,3000.0,4425.0,National University of Singapore
NUS,NUS Business School,Accountancy (Hons),2021,231,3.79,78.75,97.0,96.3,4124.0,3430.0,4194.0,3500.0,3200.0,4600.0,National University of Singapore
NUS,NUS Business School,Accountancy (Hons),2022,183,3.78,81.25,99.3,97.9,4619.0,4000.0,4668.0,4000.0,3600.0,5000.0,National University of Singapore
NUS,NUS Business School,Accountancy (Hons),2023,169,3.75,82.5,96.5,94.4,4769.0,4000.0,4850.0,4200.0,3600.0,5450.0,National University of Singapore
NUS,NUS Business School,Business Administration (Hons),2013,485,3.82,83.75,94.6,90.3,3404.0,3050.0,3512.0,3200.0,2800.0,3800.0,National University of Singapore
NUS,NUS Business School,Business Administration (Hons),2014,546,3.86,82.5,94.4,90.6,3979.0,3500.0,4090.0,3520.0,3200.0,4300.0,National University of Singapore
NUS,NUS Business School,Business Administration (Hons),2015,504,3.85,82.5,96.0,93.1,4173.0,3750.0,4326.0,3800.0,3300.0,4600.0,National University of Singapore
NUS,NUS Business School,Business Administration (Hons),2016,509,3.85,82.5,96.4,92.8,4126.0,3600.0,4207.0,3620.0,3258.0,4500.0,National University of Singapore
NUS,NUS Business School,Business Administration (Hons),2017,550,3.81,80.0,98.2,93.6,4272.0,3725.0,4388.0,3800.0,3450.0,4782.0,National University of Singapore
NUS,NUS Business School,Business Administration (Hons),2018,730,3.71,78.75,96.6,90.9,4286.0,3800.0,4424.0,3895.0,3300.0,4748.0,National University of Singapore
NUS,NUS Business School,Business Administration (Hons),2019,765,3.73,80.0,95.5,91.0,4451.0,4000.0,4593.0,4150.0,3500.0,5000.0,National University of Singapore
NUS,NUS Business School,Business Administration (Hons),2020,799,3.65,80.0,94.9,80.7,4459.0,4000.0,4579.0,4000.0,3600.0,5000.0,National University of Singapore
NUS,NUS Business School,Business Administration (Hons),2021,871,3.7,77.5,98.1,93.5,4828.0,4200.0,4950.0,4347.0,3700.0,5200.0,National University of Singapore
NUS,NUS Business School,Business Administration (Hons),2022,725,3.68,80.0,97.1,95.7,5346.0,4600.0,5519.0,4696.0,4000.0,5938.0,National University of Singapore
NUS,NUS Business School,Business Administration (Hons),2023,652,3.75,83.75,94.5,90.6,5256.0,4600.0,5413.0,4800.0,4000.0,5800.0,National University of Singapore
NUS,School of Computing,Business Analytics,2013,399,3.68,81.25,,,,,,,,,National University of Singapore
NUS,School of Computing,Business Analytics,2014,373,3.84,81.25,,,,,,,,,National University of Singapore
NUS,School of Computing,Business Analytics,2015,343,3.81,85.0,,,,,,,,,National University of Singapore
NUS,School of Computing,Business Analytics,2016,410,3.9,85.0,,,,,,,,,National University of Singapore
NUS,School of Computing,Business Analytics,2017,532,3.81,85.0,97.6,97.6,4114.0,3810.0,4203.0,4000.0,3500.0,4766.0,National University of Singapore
NUS,School of Computing,Business Analytics,2018,806,3.73,83.75,93.5,93.5,4432.0,4400.0,4499.0,4500.0,4000.0,5000.0,National University of Singapore
NUS,School of Computing,Business Analytics,2019,241,3.81,85.0,100.0,100.0,4811.0,5000.0,4881.0,5000.0,4050.0,5200.0,National University of Singapore
NUS,School of Computing,Business Analytics,2020,228,3.83,85.0,98.0,84.3,4985.0,5000.0,5094.0,5000.0,4480.0,5800.0,National University of Singapore
NUS,School of Computing,Business Analytics,2021,271,3.84,85.0,100.0,100.0,5437.0,5050.0,5603.0,5400.0,4800.0,6125.0,National University of Singapore
NUS,School of Computing,Business Analytics,2022,295,3.81,85.0,96.2,95.2,5845.0,5500.0,5966.0,5500.0,5000.0,6600.0,National University of Singapore
NUS,School of Computing,Business Analytics,2023,326,3.78,85.0,93.6,93.0,5895.0,5500.0,6030.0,5500.0,5000.0,6600.0,National University of Singapore
NUS,School of Computing,Computer Science,2013,399,3.61,75.0,92.4,83.3,3933.0,3400.0,3953.0,3425.0,3000.0,4000.0,National University of Singapore
NUS,School of Computing,Computer Science,2014,373,3.65,82.5,90.6,85.9,3729.0,3500.0,3712.0,3500.0,3300.0,4000.0,National University of Singapore
NUS,School of Computing,Computer Science,2015,343,3.74,85.0,97.0,95.0,3847.0,3700.0,3890.0,3700.0,3300.0,4400.0,National University of Singapore
NUS,School of Computing,Computer Science,2016,410,3.75,85.0,96.3,93.3,4320.0,4000.0,4385.0,4000.0,3500.0,5000.0,National University of Singapore
NUS,School of Computing,Computer Science,2017,532,3.77,85.0,93.5,89.4,4510.0,4200.0,4628.0,4285.0,3656.0,5000.0,National University of Singapore
NUS,School of Computing,Computer Science,2018,806,3.74,83.75,96.9,91.8,4577.0,4280.0,4658.0,4320.0,3900.0,5000.0,National University of Singapore
NUS,School of Computing,Computer Science,2019,596,3.86,85.0,92.8,90.6,5477.0,5000.0,5571.0,5000.0,4205.0,5585.0,National University of Singapore
NUS,School of Computing,Computer Science,2020,716,3.86,85.0,97.1,92.6,5576.0,5100.0,5735.0,5243.0,4400.0,6316.0,National University of Singapore
NUS,School of Computing,Computer Science,2021,777,3.86,85.0,99.1,96.4,5898.0,5800.0,6002.0,6000.0,5000.0,6900.0,National University of Singapore
NUS,School of Computing,Computer Science,2022,858,3.84,85.0,96.8,96.1,6954.0,6500.0,7121.0,6600.0,5341.0,7583.0,National University of Singapore
NUS,School of Computing,Computer Science,2023,923,3.84,85.0,92.4,91.9,6673.0,6181.0,6877.0,6333.0,5500.0,7700.0,National University of Singapore
NUS,School of Computing,Information Security,2015,343,,83.75,,,,,,,,,National University of Singapore
NUS,School of Computing,Information Security,2016,410,3.73,81.25,,,,,,,,,National University of Singapore
NUS,School of Computing,Information Security,2017,532,3.82,85.0,,,,,,,,,National University of Singapore
NUS,School of Computing,Information Security,2018,806,3.76,83.75,,,,,,,,,National University of Singapore
NUS,School of Computing,Information Security,2019,53,3.84,85.0,,,,,,,,,National University of Singapore
NUS,School of Computing,Information Security,2020,69,3.79,85.0,90.9,90.9,4620.0,4650.0,4746.0,5000.0,4200.0,5300.0,National University of Singapore
NUS,School of Computing,Information Security,2021,40,3.79,85.0,100.0,100.0,4992.0,5000.0,5095.0,5400.0,4305.0,5500.0,National University of Singapore
NUS,School of Computing,Information Security,2022,46,3.8,83.75,94.6,91.1,5274.0,5400.0,5660.0,5500.0,4800.0,6475.0,National University of Singapore
NUS,School of Computing,Information Security,2023,61,3.89,82.5,89.5,89.5,5433.0,5451.0,5707.0,5500.0,5000.0,6210.0,National University of Singapore
NUS,School of Computing,Information Systems,2013,399,3.59,81.25,89.2,83.9,3266.0,3000.0,3322.0,3005.0,3000.0,3800.0,National University of Singapore
NUS,School of Computing,Information Systems,2014,373,3.7,81.25,95.5,92.0,3684.0,3352.0,3789.0,3500.0,3100.0,4039.0,National University of Singapore
NUS,School of Computing,Information Systems,2015,343,3.67,83.75,97.2,97.2,3597.0,3500.0,3699.0,3550.0,3200.0,4100.0,National University of Singapore
NUS,School of Computing,Information Systems,2016,410,3.63,80.0,94.0,94.0,3875.0,3800.0,3969.0,4000.0,3365.0,4500.0,National University of Singapore
NUS,School of Computing,Information Systems,2017,532,3.65,81.25,94.5,91.8,4061.0,4000.0,4192.0,4000.0,3550.0,4592.0,National University of Singapore
NUS,School of Computing,Information Systems,2018,806,3.61,82.5,98.4,95.3,4338.0,4375.0,4472.0,4458.0,4000.0,5000.0,National University of Singapore
NUS,School of Computing,Information Systems,2019,124,3.82,85.0,95.9,95.9,4210.0,4000.0,4330.0,4228.0,4000.0,4685.0,National University of Singapore
NUS,School of Computing,Information Systems,2020,103,3.75,85.0,98.6,93.1,4591.0,4495.0,4764.0,4500.0,4000.0,5400.0,National University of Singapore
NUS,School of Computing,Information Systems,2021,81,3.75,83.75,97.5,96.2,5087.0,5000.0,5217.0,5000.0,4500.0,5400.0,National University of Singapore
NUS,School of Computing,Information Systems,2022,94,3.76,83.75,95.3,93.0,5551.0,5300.0,5672.0,5500.0,4800.0,6250.0,National University of Singapore
NUS,School of Computing,Information Systems,2023,100,3.77,85.0,91.4,91.4,5707.0,5500.0,5937.0,5500.0,5000.0,6000.0,National University of Singapore
NUS,School of Design and Environment,Architecture,2013,146,3.69,80.0,,,,,,,,,National University of Singapore
NUS,School of Design and Environment,Architecture,2014,151,3.76,80.0,98.4,95.2,4290.0,4200.0,4400.0,4275.0,4000.0,4750.0,National University of Singapore
NUS,School of Design and Environment,Architecture,2015,149,3.72,78.75,97.6,96.4,4054.0,4114.0,4099.0,4127.0,3700.0,4500.0,National University of Singapore
NUS,School of Design and Environment,Architecture,2016,149,3.77,80.0,93.2,89.8,3926.0,4000.0,3960.0,4000.0,3500.0,4250.0,National University of Singapore
NUS,School of Design and Environment,Architecture,2017,148,3.78,78.75,91.3,86.4,4037.0,4000.0,4079.0,4000.0,3780.0,4300.0,National University of Singapore
NUS,School of Design and Environment,Architecture,2018,149,3.76,77.5,,,,,,,,,National University of Singapore
NUS,School of Design and Environment,Architecture,2019,160,3.59,77.5,100.0,96.0,4156.0,4010.0,4199.0,4100.0,3800.0,4500.0,National University of Singapore
NUS,School of Design and Environment,Architecture,2020,155,3.45,70.0,94.0,91.0,3984.0,4000.0,4058.0,4000.0,3650.0,4300.0,National University of Singapore
NUS,School of Design and Environment,Architecture,2021,159,3.49,67.5,97.7,96.6,4090.0,4000.0,4139.0,4000.0,3600.0,4440.0,National University of Singapore
NUS,School of Design and Environment,Architecture,2022,140,3.56,72.5,96.0,92.0,4360.0,4300.0,4481.0,4400.0,4000.0,4800.0,National University of Singapore
NUS,School of Design and Environment,Architecture,2023,135,3.54,68.75,,,,,,,,,National University of Singapore
NUS,School of Design and Environment,Industrial Design,2013,41,3.57,75.0,82.1,53.6,3007.0,2650.0,3023.0,2650.0,2400.0,3000.0,National University of Singapore
NUS,School of Design and Environment,Industrial Design,2014,51,3.73,76.25,77.3,59.1,2600.0,2550.0,2603.0,2565.0,2200.0,3000.0,National University of Singapore
NUS,School of Design and Environment,Industrial Design,2015,48,3.59,76.25,72.0,60.0,2907.0,3000.0,2908.0,3000.0,2700.0,3200.0,National University of Singapore
NUS,School of Design and Environment,Industrial Design,2016,41,3.72,78.75,90.6,65.6,3282.0,3000.0,3320.0,3000.0,2900.0,4000.0,National University of Singapore
NUS,School of Design and Environment,Industrial Design,2017,46,3.7,80.0,93.3,60.0,3034.0,2890.0,3079.0,2920.0,2600.0,3200.0,National University of Singapore
NUS,School of Design and Environment,Industrial Design,2018,43,3.72,77.5,87.0,69.6,3309.0,3200.0,3371.0,3250.0,3000.0,3800.0,National University of Singapore
NUS,School of Design and Environment,Industrial Design,2019,48,3.88,77.5,86.2,48.3,3142.0,3200.0,3245.0,3300.0,3000.0,3500.0,National University of Singapore
NUS,School of Design and Environment,Industrial Design,2020,47,3.54,73.75,90.3,22.6,3417.0,3500.0,3417.0,3500.0,3000.0,3500.0,National University of Singapore
NUS,School of Design and Environment,Industrial Design,2021,53,3.61,71.25,87.5,75.0,4146.0,3825.0,4178.0,3825.0,3200.0,4250.0,National University of Singapore
NUS,School of Design and Environment,Industrial Design,2022,44,3.62,72.5,66.7,43.3,4239.0,4500.0,4270.0,4500.0,3500.0,4500.0,National University of Singapore
NUS,School of Design and Environment,Industrial Design,2023,50,3.55,78.75,85.7,71.4,4104.0,4000.0,4139.0,4000.0,3600.0,4500.0,National University of Singapore
NUS,School of Design and Environment,Project & Facilities Management,2013,127,3.66,73.75,96.8,96.8,2961.0,2980.0,3025.0,3000.0,2800.0,3200.0,National University of Singapore
NUS,School of Design and Environment,Project & Facilities Management,2014,139,3.77,72.5,95.3,94.1,3089.0,3000.0,3181.0,3000.0,2900.0,3360.0,National University of Singapore
NUS,School of Design and Environment,Project & Facilities Management,2015,131,3.74,72.5,94.3,90.8,2989.0,3000.0,3067.0,3000.0,2800.0,3215.0,National University of Singapore
NUS,School of Design and Environment,Project & Facilities Management,2016,127,3.68,76.25,87.8,84.7,3035.0,3000.0,3113.0,3000.0,2850.0,3276.0,National University of Singapore
NUS,School of Design and Environment,Project & Facilities Management,2017,139,3.68,75.0,90.8,81.7,3105.0,3000.0,3162.0,3000.0,2900.0,3300.0,National University of Singapore
NUS,School of Design and Environment,Project & Facilities Management,2018,166,3.54,70.0,89.0,84.6,3189.0,3040.0,3237.0,3060.0,3000.0,3300.0,National University of Singapore
NUS,School of Design and Environment,Project & Facilities Management,2019,167,3.59,71.25,88.3,80.6,3189.0,3100.0,3243.0,3155.0,3000.0,3480.0,National University of Singapore
NUS,School of Design and Environment,Project & Facilities Management,2020,133,3.43,68.75,92.2,66.7,3338.0,3200.0,3400.0,3200.0,3000.0,3500.0,National University of Singapore
NUS,School of Design and Environment,Project & Facilities Management,2021,116,3.55,68.75,93.1,92.1,3424.0,3450.0,3560.0,3500.0,3200.0,3700.0,National University of Singapore
NUS,School of Design and Environment,Project & Facilities Management,2022,1167,3.56,71.25,98.4,92.0,3612.0,3500.0,3670.0,3555.0,3375.0,3855.0,National University of Singapore
NUS,School of Design and Environment,Project & Facilities Management,2023,1292,3.55,72.5,87.0,83.5,3907.0,3800.0,4000.0,3855.0,3650.0,4299.0,National University of Singapore
NUS,School of Design and Environment,Real Estate,2013,132,3.65,75.0,89.2,89.2,2839.0,2800.0,2988.0,2900.0,2600.0,3179.0,National University of Singapore
NUS,School of Design and Environment,Real Estate,2014,180,3.74,72.5,93.1,89.2,2931.0,2950.0,3108.0,3000.0,2750.0,3300.0,National University of Singapore
NUS,School of Design and Environment,Real Estate,2015,139,3.71,72.5,93.9,89.6,3146.0,3000.0,3325.0,3100.0,2810.0,3500.0,National University of Singapore
NUS,School of Design and Environment,Real Estate,2016,140,3.65,76.25,94.6,92.4,3247.0,3000.0,3368.0,3200.0,2950.0,3735.0,National University of Singapore
NUS,School of Design and Environment,Real Estate,2017,121,3.68,73.75,93.8,88.7,3090.0,3000.0,3168.0,3000.0,2800.0,3300.0,National University of Singapore
NUS,School of Design and Environment,Real Estate,2018,143,3.54,70.0,91.7,85.1,3295.0,3300.0,3372.0,3300.0,3000.0,3600.0,National University of Singapore
NUS,School of Design and Environment,Real Estate,2019,165,3.58,71.25,95.3,89.6,3431.0,3400.0,3494.0,3400.0,3100.0,3650.0,National University of Singapore
NUS,School of Design and Environment,Real Estate,2020,161,3.44,66.25,95.1,68.6,3609.0,3600.0,3682.0,3630.0,3200.0,4000.0,National University of Singapore
NUS,School of Design and Environment,Real Estate,2021,127,3.56,71.25,94.5,82.4,3692.0,3575.0,3863.0,3700.0,3400.0,4000.0,National University of Singapore
NUS,School of Design and Environment,Real Estate,2022,105,3.52,73.75,99.0,95.1,3924.0,3800.0,4062.0,3850.0,3600.0,4400.0,National University of Singapore
NUS,School of Design and Environment,Real Estate,2023,102,3.57,73.75,92.0,86.6,4097.0,4000.0,4239.0,4000.0,3800.0,4500.0,National University of Singapore
NUS,YLL School of Medicine,Medicine,2013,300,,85.0,100.0,100.0,4406.0,4500.0,4741.0,4500.0,4500.0,5200.0,National University of Singapore
NUS,YLL School of Medicine,Medicine,2014,301,3.87,85.0,100.0,100.0,4404.0,4500.0,4886.0,5000.0,4500.0,5200.0,National University of Singapore
NUS,YLL School of Medicine,Medicine,2015,300,3.92,85.0,100.0,100.0,4352.0,4500.0,4729.0,4900.0,4500.0,5000.0,National University of Singapore
NUS,YLL School of Medicine,Medicine,2016,302,3.92,85.0,99.4,99.4,4460.0,4500.0,4887.0,5000.0,4500.0,5200.0,National University of Singapore
NUS,YLL School of Medicine,Medicine,2017,303,3.91,85.0,100.0,100.0,4367.0,4500.0,4882.0,5000.0,4500.0,5305.0,National University of Singapore
NUS,YLL School of Medicine,Medicine,2018,299,,85.0,,,,,,,,,National University of Singapore
NUS,YLL School of Medicine,Medicine,2019,280,3.94,85.0,99.5,99.5,4607.0,4600.0,5218.0,5237.0,4950.0,5657.0,National University of Singapore
NUS,YLL School of Medicine,Medicine,2020,315,3.89,85.0,100.0,100.0,4688.0,4700.0,5306.0,5250.0,5000.0,5800.0,National University of Singapore
NUS,YLL School of Medicine,Medicine,2021,303,3.82,85.0,,,,,,,,,National University of Singapore
NUS,YLL School of Medicine,Medicine,2022,294,3.86,85.0,,,,,,,,,National University of Singapore
NUS,YLL School of Medicine,Medicine,2023,280,3.78,85.0,,,,,,,,,National University of Singapore
NUS,YLL School of Medicine,Nursing (Hons),2013,115,3.56,68.75,100.0,100.0,2896.0,3000.0,3042.0,3025.0,3000.0,3200.0,National University of Singapore
NUS,YLL School of Medicine,Nursing (Hons),2014,115,3.42,68.75,100.0,100.0,3123.0,3270.0,3353.0,3500.0,3270.0,3600.0,National University of Singapore
NUS,YLL School of Medicine,Nursing (Hons),2015,148,3.45,68.75,100.0,100.0,3219.0,3200.0,3466.0,3435.0,3300.0,3700.0,National University of Singapore
NUS,YLL School of Medicine,Nursing (Hons),2016,155,3.39,70.0,95.1,95.1,3308.0,3300.0,3529.0,3500.0,3400.0,3600.0,National University of Singapore
NUS,YLL School of Medicine,Nursing (Hons),2017,232,3.48,68.75,91.8,89.8,3280.0,3300.0,3462.0,3500.0,3300.0,3650.0,National University of Singapore
NUS,YLL School of Medicine,Nursing (Hons),2018,316,3.37,67.5,98.0,98.0,3306.0,3350.0,3546.0,3550.0,3400.0,3750.0,National University of Singapore
NUS,YLL School of Medicine,Nursing (Hons),2019,311,3.33,66.25,98.8,97.5,3389.0,3450.0,3612.0,3650.0,3515.0,3750.0,National University of Singapore
NUS,YLL School of Medicine,Nursing (Hons),2020,293,3.25,66.25,98.5,97.0,3371.0,3400.0,3616.0,3600.0,3500.0,3750.0,National University of Singapore
NUS,YLL School of Medicine,Nursing (Hons),2021,338,3.41,67.5,97.9,96.8,3482.0,3500.0,3750.0,3750.0,3550.0,3950.0,National University of Singapore
NUS,YLL School of Medicine,Nursing (Hons),2022,314,3.42,66.25,100.0,99.0,3575.0,3550.0,3834.0,3850.0,3650.0,4000.0,National University of Singapore
NUS,YLL School of Medicine,Nursing (Hons),2023,346,3.28,66.25,97.8,97.0,3690.0,3750.0,3981.0,4000.0,3700.0,4250.0,National University of Singapore
NTU,College of Business (Nanyang Business School),Accountancy,2013,595,3.79,82.5,97.1,95.7,2850.0,2700.0,2938.0,2700.0,2700.0,2900.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Accountancy,2014,629,3.78,82.5,96.6,96.1,2981.0,2800.0,3003.0,2840.0,2700.0,3000.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Accountancy,2015,606,3.78,82.5,97.3,96.5,3182.0,2850.0,3240.0,2875.0,2850.0,3125.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Accountancy,2016,618,3.8,81.25,97.3,95.1,3027.0,2900.0,3063.0,2900.0,2900.0,3100.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Accountancy,2017,611,3.73,81.25,97.1,94.5,3121.0,3000.0,3166.0,3000.0,2900.0,3100.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Accountancy,2018,541,3.71,78.75,94.6,92.2,3214.0,3000.0,3245.0,3000.0,3000.0,3200.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Accountancy,2019,507,3.63,76.25,97.5,94.0,3220.0,3000.0,3254.0,3000.0,3000.0,3200.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Accountancy,2020,481,3.74,72.5,96.0,88.7,3213.0,3000.0,3228.0,3000.0,3000.0,3100.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Accountancy,2021,414,3.63,72.5,97.7,93.0,3505.0,3300.0,3539.0,3400.0,3100.0,3500.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Accountancy,2022,352,3.65,71.25,98.3,97.6,3965.0,3600.0,4031.0,3600.0,3600.0,4300.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Accountancy,2023,357,3.59,72.5,96.6,95.5,4067.0,3600.0,4119.0,3600.0,3600.0,4000.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Business,2013,655,3.8,80.0,90.9,85.7,3053.0,3000.0,3214.0,3000.0,2700.0,3500.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Business,2014,643,3.79,81.25,89.6,80.2,3231.0,3000.0,3318.0,3100.0,2800.0,3600.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Business,2015,665,3.8,78.75,92.2,87.6,3343.0,3100.0,3502.0,3200.0,2900.0,3700.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Business,2016,626,3.81,80.0,89.6,77.1,3348.0,3200.0,3444.0,3300.0,3000.0,3800.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Business,2017,659,3.75,80.0,93.0,80.8,3530.0,3300.0,3643.0,3300.0,3000.0,3800.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Business,2018,750,3.73,77.5,92.6,84.3,3646.0,3500.0,3776.0,3500.0,3200.0,4000.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Business,2019,837,3.62,75.0,93.8,83.1,3707.0,3500.0,3797.0,3600.0,3200.0,4000.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Business,2020,935,3.61,71.25,95.2,66.8,3973.0,3750.0,4113.0,3800.0,3300.0,4429.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Business,2021,927,3.64,73.75,96.2,85.2,4211.0,4000.0,4362.0,4000.0,3500.0,4800.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Business,2022,806,3.64,73.75,94.5,86.5,4407.0,4000.0,4503.0,4015.0,3600.0,4800.0,Nanyang Technological University
NTU,College of Business (Nanyang Business School),Business,2023,796,3.64,73.75,91.8,85.2,4472.0,4100.0,4609.0,4255.0,3800.0,5000.0,Nanyang Technological University
NTU,College of Engineering,Aerospace Engineering,2013,102,3.85,81.25,95.3,95.3,3494.0,3500.0,3536.0,3500.0,3100.0,3816.0,Nanyang Technological University
NTU,College of Engineering,Aerospace Engineering,2014,132,3.81,83.75,84.6,82.7,3715.0,3700.0,3911.0,3770.0,3300.0,4070.0,Nanyang Technological University
NTU,College of Engineering,Aerospace Engineering,2015,136,3.88,83.75,86.0,86.0,3699.0,3650.0,3724.0,3700.0,3450.0,4000.0,Nanyang Technological University
NTU,College of Engineering,Aerospace Engineering,2016,130,3.74,83.75,82.4,77.9,3761.0,3625.0,3840.0,3675.0,3350.0,4435.0,Nanyang Technological University
NTU,College of Engineering,Aerospace Engineering,2017,102,3.88,85.0,80.0,75.0,3645.0,3492.0,3702.0,3500.0,3250.0,4210.0,Nanyang Technological University
NTU,College of Engineering,Aerospace Engineering,2018,142,3.83,83.75,95.3,88.4,3710.0,3625.0,3873.0,3800.0,3365.0,4280.0,Nanyang Technological University
NTU,College of Engineering,Aerospace Engineering,2019,124,3.49,82.5,87.5,80.7,3816.0,3700.0,3939.0,3800.0,3500.0,4600.0,Nanyang Technological University
